ProductDetailID,ProductName,ProductGroupID,SKU,Price,StockQuantity,Manufacturer,SupplierID,WarrantyPeriod,ProductDescription,ReleaseDate,Status
9412,Fear Section,12,387ebfb6-0007-4483-b1a6-5509e96c000a,4339.26,166,Rojas-Fitzgerald,57,6 months,Test but heart officer behind which out federal. But always number allow. Image democratic game election career most.,2021-07-07,Discontinued
4551,Police Citizen,46,9cfcfbb7-9f2b-46ff-856f-4647460dcf22,2134.16,898,Gardner Group,184,6 months,General tax apply at available like. Whom total news ahead just Mrs one bank. Join rule window population.,2020-07-21,Discontinued
1663,Wall Either,42,f7aa5e19-dae4-4f78-8c1a-48c604eb14fb,523.18,624,"Pierce, Allen and Price",59,3 years,Field alone follow card. Trial enough crime box nice. Nice benefit national stuff stage style.,2022-05-23,Available
8007,Sing City,87,f49ae7a5-8863-44b6-8106-2e375cca8bf9,4832.28,253,Villa-Morgan,129,6 months,Physical clear measure relationship technology. Receive everybody evening skin. Begin these claim career hit cell audience. Take ability raise voice feel same.,2022-04-09,Discontinued
3397,Return Republican,93,b619298a-b6ae-4acf-9751-418f425f6603,3092.82,940,Grimes LLC,48,3 years,"Message throw group happen tell media civil. History new it including.
Rest institution start wait many Mr contain. Land analysis far force keep lose wall.",2022-07-03,Available
6275,Pull Tax,49,b3bd7b28-3d7a-4e25-848e-25ab8a309ed7,255.65,553,Williams-Watts,100,2 years,"Early home accept skill just what. Out full later discuss.
We water process community third news.
Him civil just create. Year treat remember way eat officer well.",2022-02-14,Out of Stock
532,Cause When,33,6af64fb1-f681-429c-af53-f238f461333a,128.99,689,Morris-Avila,39,2 years,"Space successful glass person yeah. Question buy tough.
State heart both nearly draw identify even. Find letter television soldier thought everyone right. Kid care thus ahead degree.",2020-03-31,Out of Stock
4158,Democratic Day,49,3b06b1bc-1869-4d29-a738-4299e48cd2aa,3063.51,276,"Williams, Smith and Jackson",194,1 year,Fund who option college. Every return relate local decision firm door. Once building serious marriage floor.,2021-05-04,Discontinued
2454,System Everybody,65,37f1ebd0-803f-4319-ae05-e324aacc4b5e,3912.98,955,Wood Group,72,2 years,"Why son might really. Both future trial know again discuss.
More still organization treatment share sing our. Management debate whether stage you stay fear.",2020-01-18,Out of Stock
1480,List Usually,31,3175d877-6600-445d-92de-e55914e888af,1575.66,419,"Weaver, Gray and Miller",23,6 months,Mother these country from cost local. Radio ball involve call might story lawyer. Star himself where check. Ball piece simply worker discuss.,2023-12-11,Available
9887,Popular Discuss,20,1c795cc3-1cb2-4604-85dd-727448f60006,717.35,521,Webster-Simpson,52,3 years,Quickly moment production argue. Address area follow all ready research. Professional per that difficult employee fire probably. Great reality up.,2024-05-19,Available
9092,Very Point,63,b17aa45a-0149-4131-8982-b2b9da31437c,2064.11,138,"Cox, Ellis and Stephens",16,2 years,Travel item turn health sign avoid. Cover western high staff system full budget. Society red past skin film like she.,2021-12-17,Available
412,Head Agreement,38,3c1414a8-d0c5-445b-a144-965b54990a32,4822.45,750,Watson PLC,49,6 months,"Finally law candidate. Successful five service natural. Window miss nice environment environment situation all.
Become thank mention. Especially see attention help.",2022-04-15,Discontinued
9109,Believe Stand,66,42b95ff0-be17-4c70-8db8-75e1079953e1,1065.21,436,Abbott-Bennett,16,1 year,Pressure through and. Whole outside newspaper land say nation. Look although want describe cover investment move land.,2020-11-23,Available
4270,People Network,35,9bd7d1aa-7de0-4a39-ab43-df10b772ba50,1831.26,137,"Fleming, Rodriguez and Peterson",15,2 years,"Move cost admit hospital open matter control since. Present card wish development hold meeting guess.
If bill bit clear cost now. Minute model light must car artist.",2020-01-30,Available
5239,Strong Visit,9,b5dd8f30-f9c0-4e84-bc07-a4b9172352a8,3775.97,732,Williams-Simpson,37,3 years,"Sort simple budget. Develop director specific edge perhaps agree.
Keep probably church place thousand short. Spring professor throughout.",2021-06-05,Discontinued
3772,Everybody Ok,15,9cf006a3-599e-4cb8-8318-3dd637d8cd18,2429.7,450,"Delgado, Clark and Mayo",100,1 year,Under financial which thank. Education edge win less factor difficult exactly.,2021-03-10,Discontinued
8701,Attorney Each,61,8fb3f63f-69cc-459c-92fd-ad31a7607c4c,3013.54,933,"Acosta, Phillips and Williams",187,3 years,"Stop big hand money talk professional modern.
Past always avoid reach. Four believe he drop carry.
Term represent where oil head suffer. Important collection watch one.",2024-05-03,Discontinued
4855,Spring Song,54,c4e9e528-2092-4fbb-8a09-576a8b838eed,394.7,158,Valencia Group,37,2 years,"Audience power second if while least position.
Party week power model should apply. Over analysis capital employee body five east.
Catch view she call business. Enough must cover less.",2020-02-28,Discontinued
1083,Name Stock,23,c7db91f3-1c4e-4c82-9a50-08e3bba4169f,4620.05,902,Banks Inc,98,3 years,Medical fill strong politics key. Operation somebody agreement office somebody group million man. Understand no bed offer.,2020-10-07,Available
5558,Father Form,25,6cd95ba3-94ce-4f4e-97c0-100acccb3ec5,1835.95,402,Kline-Walker,60,6 months,"Part sing ten space after travel. Service stock American several.
Could want television thank. Force able house in medical store.",2020-01-05,Out of Stock
4369,Send Spring,8,32ed6cd0-9eb9-4a78-802e-d1b320f7f6c2,3939.16,858,Dillon-Johnson,14,2 years,"Step professor another summer rest what foot also. Laugh wall most Democrat whether. Draw special put stage charge money agree onto. Executive meet return.
Seem speech both perform.",2020-01-16,Out of Stock
8012,Wear Down,91,ae92fdc8-2909-4513-b091-e2b9c6523f40,843.87,470,Ford-Bell,136,2 years,Those more minute forget. About onto position any. Rather million government third.,2020-05-27,Out of Stock
8913,Your Model,41,f97f7202-7bea-482d-9580-ec8bbef4c12e,3799.64,304,Nelson-Blackwell,67,3 years,"Race agree else risk religious. Security piece most again owner son.
Finish government consumer suffer.
Agent news bit firm want section leave drive. Place face region executive kind whose it join.",2024-05-10,Discontinued
3456,Stop Increase,66,6a27bafc-84e7-4cf0-8d43-c9584162723c,2291.76,155,Armstrong-Boyer,128,3 years,Woman thousand heavy. Religious part model. Brother indeed change own capital.,2021-01-19,Out of Stock
4913,Speak Pressure,6,f075f60e-e2ed-4819-ba0b-61dbe72e4d83,757.43,137,"Tran, Snow and Martin",107,1 year,"Whom sport writer unit family line. Another less final position pull eye respond. Share maybe civil town perhaps issue.
Yeah lot per national choice.",2023-02-03,Out of Stock
9819,Oil Figure,39,2b87e728-c084-442e-831b-f6ed9b2da9c2,2541.05,77,Lang-Horton,47,6 months,Run according threat audience series address. Create base outside own treatment magazine without report. Learn talk though relate pay security above.,2023-06-02,Available
9915,Likely Season,29,cd0ddf20-b374-4d09-922b-1c9b52f4d160,3665.88,5,Ellison-Solomon,56,2 years,"We near together other there yard. Phone foot more make. Difficult worry receive president instead two.
How address often save third later. Your get want write. Then sure pressure course drive.",2020-06-20,Out of Stock
3640,Top Former,66,5336e6f6-0b23-4fa7-98fb-00b9e00961e2,3089.6,360,Bridges-Rich,36,1 year,Manager almost take quite run. Garden approach member risk. Room truth who road hospital become.,2021-11-26,Out of Stock
1360,Continue Me,28,0bb33263-30b9-4d9a-8f18-a0a53ebbdf1f,3212.75,594,Scott Group,76,3 years,"Rock no provide eight. Different professor push they town article large.
Finish response land simply parent director. Surface street discussion. Build wall pick page.",2022-07-08,Available
5759,The Draw,17,9fd1777b-afed-4ea0-9d1b-9d9ceee5c0c1,32.99,535,"Watson, Cunningham and Valentine",57,2 years,Prevent several especially environment street base mention this.,2022-07-28,Discontinued
1378,Stop Make,24,9e856935-718a-495b-a9ee-3560f8645ba6,890.98,531,Ward-Williams,117,1 year,"Region manager security rise early scientist. Least book fine. Cold party miss series.
Back already claim cell maybe idea. Never often herself phone.",2021-10-15,Out of Stock
1548,Series Movie,74,e0778bec-17c5-48b2-9d5c-3ed6014b4d53,3525.9,270,Morales-Bailey,34,3 years,"Challenge word evidence alone. Stuff interest herself inside subject have.
Right kid good.",2024-05-14,Out of Stock
4666,Admit Society,21,d65c32c3-bc47-425a-8bdb-70f25e1f26bb,3830.35,858,Brown and Sons,191,2 years,Especially majority six loss race hundred ask. Quality crime partner treat. Professional place speak.,2021-04-25,Discontinued
5106,Rather Job,62,f206c2d1-2138-48c0-8fa9-f15f47803d30,4747.54,678,Abbott-Blankenship,72,1 year,"Long economy others around. Boy trial individual cultural worry house.
Include look national try before. Study notice finally such.",2020-01-31,Discontinued
9393,Major Knowledge,14,1f05f959-bdef-40d5-a85b-21857c19e150,4618.27,970,"Sherman, Bryant and Hughes",74,6 months,Land trip social pattern size. Hand us note wear price color discover. Before baby whom scene more else strong.,2021-10-23,Available
3051,Suggest Act,92,684289c2-29a4-433b-b219-096f63c2dec6,4929.17,8,Waller Inc,116,6 months,"House four item keep week just. Southern buy enter final. Fast be speak scene financial.
Information vote establish action design. Time positive forward instead middle successful fight couple.",2020-01-29,Available
4446,Force Machine,83,c425be6d-02ee-477a-907f-be2549237cce,1896.22,614,Deleon LLC,33,1 year,Life likely happy stop dog. Success service book option accept treat crime method.,2023-03-12,Out of Stock
9965,Clearly With,51,af2af3c5-0849-4b59-84bc-c5d4a96c1da1,690.19,35,Thompson Ltd,148,3 years,"Open evening road politics point music.
Man arrive option service my. Morning note father.
Claim worker much. Citizen side church. Opportunity explain recent.",2020-02-25,Out of Stock
1826,Discussion Respond,98,82d552e0-8551-4477-ae19-d7ecdf1bbe99,819.17,801,Bryant-Mack,134,3 years,Become actually some exist special require single. Relate week attention culture range successful.,2020-08-05,Out of Stock
2393,Until While,92,e4262bb5-d281-412d-9a68-6125d2d1fc63,3312.0,235,"Novak, Smith and Zavala",156,6 months,"Month training and that traditional medical free. Between thought option agent.
Face always article walk image. Several customer certainly television major arrive degree.",2024-04-04,Out of Stock
8062,Professor Rise,56,ec299b17-b400-4e41-865a-b84a5ce82931,2923.86,65,Smith-Walters,69,6 months,Region he ability no sometimes investment.,2021-03-06,Out of Stock
2466,National Its,37,ce87f54d-2c14-4324-ab4b-77899438cc73,1319.42,605,"Arias, Hull and Reyes",55,6 months,Choose again coach fly. Minute deep later thousand least. One country watch technology.,2022-01-22,Discontinued
308,Production Reduce,31,06c89d38-59db-4d9e-92dd-770422fe8263,4966.19,602,Mccullough-Todd,39,6 months,"Away save attorney recently. Relate middle hear night show stuff.
Each as she field have party partner. Another true past process while letter.",2022-04-20,Available
3314,Bring Technology,62,586524fe-824a-477e-b3e0-ca299e7db670,1595.37,650,Schwartz-Lewis,97,2 years,"Heart western deep.
Everyone history last race throughout. Though trouble sing many determine. Authority key general old.",2021-01-11,Available
4765,What Likely,20,13ea2d45-b47f-449d-b760-4af4541012fa,463.74,904,Padilla-Miller,128,2 years,"Performance star husband down reflect. Himself authority require expect food.
Order manager PM drug suggest career talk. From leg loss exactly until. Become career hope drop writer election.",2023-11-30,Discontinued
8696,Popular Go,36,42c35606-68df-4dd9-b4fc-6345e3aa97fe,2136.36,308,"Davis, Martinez and Wood",5,1 year,"Think attention house conference. Nature seven pressure stage pretty service national. Child hair city.
Store according I fly. Security low blue cup.",2023-12-26,Available
7781,Throw Young,79,2407e97d-f93a-4985-be2d-6ad0bd8c85a7,2433.88,571,Munoz PLC,107,1 year,Democratic Mrs kitchen trouble inside. Leader wonder expert president require. Line single hour range.,2023-06-01,Out of Stock
3128,Responsibility Claim,90,6b5bade6-a3c0-4c56-b15b-92690528e707,2151.82,558,"Holder, James and Marshall",64,6 months,"Either clear tell million training. Rock with score word customer find. Half expect large.
Evening among information computer. Production yard not.",2021-06-14,Available
2468,Training Federal,80,6bf715e2-0b9c-4701-a86d-7c15868e9c8a,4573.53,769,Brown-Barker,77,1 year,"Like actually still. True stuff leave.
Yes glass music almost. Remain agreement eat.
Rest laugh let foreign area. Interview sit shoulder. Two people animal future.",2023-01-07,Available
8442,Join Sound,90,90e0ec16-099f-4cc9-a35b-c3df9fa69a6f,2660.66,94,Horn-Ballard,118,6 months,Lot answer smile second similar factor into. Deal under everybody wait.,2023-10-30,Discontinued
4639,Bad Listen,74,33fc8cf7-7d80-45fd-a266-1aec6bff1c98,3916.33,507,Houston Ltd,200,1 year,Child thing stand fight style former lawyer. Town you section agreement few protect. Same specific major remain hour officer. Mouth because be yeah administration watch past.,2020-07-29,Discontinued
7475,Collection Both,48,c1c479d2-0d96-40a7-9867-54547985efe7,4764.91,491,Flores Ltd,148,3 years,Tax media statement article body couple check. Cut skill mention answer continue campaign. Space rock reflect late body.,2020-08-13,Discontinued
2883,Safe Keep,87,b8e1c290-5e07-4754-8b76-71216fadccb5,3907.7,154,Nguyen-Edwards,150,6 months,"Talk whether send if sport none try reason. Heart message keep learn through.
Wind national drive red concern government. Teach exist visit spend remain question report end.",2022-04-29,Out of Stock
